pref_num,name,2015年,2020年,2025年,2030年,2035年,2040年,2045年,rate,rate2
6403,飯豊町,7304,6618,5956,5342,4755,4181,3620,73.1,49.6
6426,三川町,7728,7603,7168,6745,6321,5869,5380,87.3,69.6
6428,庄内町,21666,20113,18560,17049,15588,14121,12669,78.7,58.5
6461,遊佐町,14207,12899,11627,10408,9247,8089,6975,73.3,49.1
7000,福島県,1914039,1827632,1733103,1635235,1533521,1426392,1314903,85.4,68.7
8000,茨城県,2916976,2844791,2750204,2638185,2512144,2376146,2235686,90.4,76.6
8201,水戸市,270783,270725,268034,263287,256725,248532,239072,97.2,88.3
8202,日立市,185054,176117,165443,153608,141301,129193,117304,83.0,63.4
8203,土浦市,140804,137133,132538,127152,121216,114977,108758,90.3,77.2
8204,古河市,140946,137673,133316,128155,122372,116132,109663,90.9,77.8
8205,石岡市,76020,72362,68320,64055,59584,54917,50174,84.3,66.0
8207,結城市,51594,50192,48350,46176,43720,41023,38285,89.5,74.2
8208,龍ケ崎市,78342,76005,72859,69107,64858,60280,55597,88.2,71.0
8210,下妻市,43293,41385,39386,37317,35122,32787,30404,86.2,70.2
8211,常総市,61483,59269,56818,54146,51230,48139,45025,88.1,73.2
8212,常陸太田市,52294,48299,44311,40420,36555,32631,28617,77.3,54.7
8214,高萩市,29638,27963,26111,24127,22003,19834,17700,81.4,59.7
8215,北茨城市,44412,41508,38454,35296,32049,28709,25341,79.5,57.1
8216,笠間市,76739,73715,70214,66369,62166,57646,52994,86.5,69.1
8217,取手市,106570,102684,97646,91559,84893,78365,72357,85.9,67.9
8219,牛久市,84317,85911,86414,85837,84419,82656,80853,101.8,95.9
8220,つくば市,226963,236703,242943,246458,247460,246164,242804,108.6,107.0
8221,ひたちなか市,155689,153043,148829,143521,137564,131118,124378,92.2,79.9
8222,鹿嶋市,67879,68223,67810,66730,65206,63495,61737,98.3,91.0
8223,潮来市,29111,27464,25690,23850,21961,20055,18186,81.9,62.5
8224,守谷市,64753,66346,67150,67196,66664,65767,64673,103.8,99.9
8225,常陸大宮市,42587,39948,37240,34580,31904,29119,26184,81.2,61.5
8226,那珂市,54276,53812,52850,51462,49638,47430,44994,94.8,82.9
8227,筑西市,104573,99936,94832,89392,83570,77440,71288,85.5,68.2
8228,坂東市,54087,51649,49014,46188,43188,40050,36941,85.4,68.3
8229,稲敷市,42810,39467,36110,32795,29545,26273,23073,76.6,53.9
8230,かすみがうら市,42147,40593,38815,36810,34599,32264,29943,87.3,71.0
8231,桜川市,42632,39571,36500,33483,30492,27452,24409,78.5,57.3
8232,神栖市,94522,93181,91044,88358,85165,81494,77585,93.5,82.1
8233,行方市,34909,32180,29503,26962,24479,21965,19480,77.2,55.8
8234,鉾田市,48147,45806,43327,40736,38036,35269,32513,84.6,67.5
8235,つくばみらい市,49136,50834,52078,52868,53180,53140,52884,107.6,107.6
8236,小美玉市,50911,49179,47144,44823,42260,39506,36679,88.0,72.0
8302,茨城町,32921,31401,29753,27968,26074,24049,21941,85.0,66.6
8309,大洗町,16886,15430,13979,12557,11185,9847,8571,74.4,50.8
8310,城里町,19800,18254,16740,15287,13834,12364,10867,77.2,54.9
8341,東海村,37713,37557,36837,35714,34422,33099,31752,94.7,84.2
8364,大子町,18053,16097,14276,12578,11000,9469,7973,69.7,44.2
8442,美浦村,15842,14522,13181,11855,10541,9275,8069,74.8,50.9
8443,阿見町,47535,46766,45589,44063,42273,40298,38247,92.7,80.5
8447,河内町,9168,8308,7478,6667,5904,5161,4452,72.7,48.6
8521,八千代町,22021,20953,19878,18750,17540,16225,14875,85.1,67.5
8542,五霞町,8786,8212,7635,7022,6397,5740,5074,79.9,57.8
8546,境町,24517,23256,21932,20566,19114,17606,16117,83.9,65.7
8564,利根町,16313,15159,13833,12335,10736,9191,7853,75.6,48.1
9000,栃木県,1974255,1930235,1872842,1805949,1730414,1647288,1560619,91.5,79.0
9201,宇都宮市,518594,522399,520882,515222,506181,494514,481029,99.3,92.8
9202,足利市,149452,143267,136218,128622,120604,112437,104541,86.1,69.9
9203,栃木市,159211,153422,146832,139641,131934,123742,115516,87.7,72.6
9204,佐野市,118919,115532,111579,107266,102599,97613,92525,90.2,77.8
9205,鹿沼市,98374,94189,89581,84703,79603,74222,68765,86.1,69.9
9206,日光市,83386,76970,70466,63999,57626,51402,45437,76.8,54.5
9208,小山市,166760,167536,166783,164777,161610,157459,152556,98.8,91.5
9209,真岡市,79539,76597,73213,69625,65736,61492,57141,87.5,71.8
9210,大田原市,75457,72674,69418,65953,62279,58254,53942,87.4,71.5
9211,矢板市,33354,31369,29240,27025,24749,22395,20064,81.0,60.2
9213,那須塩原市,117146,115416,112582,108939,104474,99281,93603,93.0,79.9
9214,さくら市,44901,44722,44233,43519,42631,41533,40274,96.9,89.7
9215,那須烏山市,27047,24898,22806,20771,18760,16721,14734,76.8,54.5
9216,下野市,59431,58874,57968,56783,55305,53531,51588,95.5,86.8
9301,上三川町,31046,30313,29344,28256,26988,25524,23945,91.0,77.1
9342,益子町,23281,22146,20947,19655,18268,16812,15346,84.4,65.9
9343,茂木町,13188,11600,10151,8839,7628,6455,5347,67.0,40.5
9344,市貝町,11720,11230,10739,10231,9689,9082,8428,87.3,71.9
9345,芳賀町,15189,14256,13283,12285,11242,10161,9122,80.9,60.1
9361,壬生町,39951,39919,39543,38857,37881,36715,35490,97.3,88.8
9364,野木町,25292,24670,23801,22692,21394,19999,18625,89.7,73.6
9384,塩谷町,11495,10432,9416,8446,7506,6570,5689,73.5,49.5
9386,高根沢町,29639,28754,27728,26709,25566,24270,22896,90.1,77.2
9407,那須町,24919,23575,22037,20421,18751,17008,15241,81.9,61.2
9411,那珂川町,16964,15475,14052,12713,11410,10096,8775,74.9,51.7
10000,群馬県,1973115,1926268,1865565,1796233,1719914,1637642,1552950,91.0,78.7
10201,前橋市,336154,330610,322740,313137,301863,289150,275661,93.2,82.0
10202,高崎市,370884,368628,363297,355869,346827,336450,325277,96.0,87.7
10203,桐生市,114714,107032,98884,90646,82547,74771,67448,79.0,58.8
10204,伊勢崎市,208814,208691,206809,203688,199517,194370,188505,97.5,90.3
10205,太田市,219807,220650,219130,215858,211298,205917,200107,98.2,91.0
10206,沼田市,48676,45815,42863,39948,37026,34068,31112,82.1,63.9
10207,館林市,76667,73950,70789,67328,63677,59877,56122,87.8,73.2
10208,渋川市,78391,73357,68161,62862,57502,52123,46870,80.2,59.8
10209,藤岡市,65708,63080,60137,56953,53594,50069,46532,86.7,70.8
10210,富岡市,49746,47370,44758,42041,39180,36133,33046,84.5,66.4
10211,安中市,58531,55794,52794,49599,46261,42710,39148,84.7,66.9
10212,みどり市,50906,49395,47544,45444,43181,40747,38280,89.3,75.2
10344,榛東村,14329,14146,13860,13498,13048,12513,11904,94.2,83.1
10345,吉岡町,21080,22167,22956,23493,23775,23789,23573,111.4,111.8
10366,上野村,1230,1040,881,750,645,555,478,61.0,38.9
10367,神流町,1954,1628,1341,1092,881,691,532,55.9,27.2
10382,下仁田町,7564,6434,5450,4593,3830,3131,2503,60.7,33.1
10383,南牧村,1979,1590,1268,996,789,609,455,50.3,23.0
10384,甘楽町,13200,12608,11983,11324,10627,9854,9066,85.8,68.7
10421,中之条町,16850,15504,14135,12819,11573,10334,9119,76.1,54.1
10424,長野原町,5536,5029,4559,4118,3679,3250,2822,74.4,51.0
10425,嬬恋村,9780,9295,8775,8247,7707,7136,6547,84.3,66.9
10426,草津町,6518,5940,5398,4872,4353,3891,3479,74.7,53.4
10428,高山村,3674,3493,3301,3099,2910,2702,2481,84.3,67.5
10429,東吾妻町,14033,12542,11157,9866,8648,7448,6295,70.3,44.9
10443,片品村,4390,3886,3432,3000,2606,2221,1852,68.3,42.2
10444,川場村,3647,3456,3263,3067,2876,2687,2473,84.1,67.8
10448,昭和村,7347,7038,6702,6380,6029,5655,5253,86.8,71.5
10449,みなかみ町,19347,17400,15583,13883,12267,10719,9251,71.8,47.8
10464,玉村町,36654,35438,34034,32441,30596,28486,26219,88.5,71.5
10521,板倉町,15015,14270,13470,12615,11716,10816,9921,84.0,66.1
10522,明和町,11044,10770,10450,10083,9646,9159,8683,91.3,78.6
10523,千代田町,11318,11038,10704,10333,9931,9491,9026,91.3,79.7
10524,大泉町,41202,41587,40439,39067,37548,35900,34182,94.8,83.0
10525,邑楽町,26426,25597,24518,23224,21761,20220,18728,87.9,70.9
11000,埼玉県,7266534,7272830,7202953,7076167,6909319,6721414,6524800,97.4,89.8
11100,さいたま市,1263979,1295358,1312452,1318050,1313817,1302432,1285867,104.3,101.7
11201,川越市,350745,355921,357110,355087,350632,345096,339197,101.2,96.7
11202,熊谷市,198742,192900,185836,177802,168985,159597,150068,89.5,75.5
11203,川口市,578112,589253,594768,596282,595017,591906,587179,103.1,101.6
11206,行田市,82113,77978,73376,68393,63109,57653,52349,83.3,63.8
11207,秩父市,63555,59734,55881,52111,48404,44719,41073,82.0,64.6
11208,所沢市,340386,338016,332327,324100,314103,303237,292000,95.2,85.8
11209,飯能市,80715,77674,74084,70011,65495,60740,55900,86.7,69.3
11210,加須市,112229,108423,103908,98709,92809,86317,79642,88.0,71.0
11211,本庄市,77881,76120,73914,71356,68516,65356,61994,91.6,79.6
11212,東松山市,91437,91327,90444,88815,86560,83848,81029,97.1,88.6
11214,春日部市,232709,226219,217391,206692,194981,183379,172578,88.8,74.2
11215,狭山市,152405,148660,143260,136582,128990,121161,113445,89.6,74.4
11216,羽生市,54874,53085,50995,48680,46153,43407,40593,88.7,74.0
11217,鴻巣市,118072,115731,112410,108237,103339,98004,92619,91.7,78.4
11218,深谷市,143811,141685,138521,134471,129647,124199,118551,93.5,82.4
11219,上尾市,225196,224432,221182,216278,210699,205344,200265,96.0,88.9
11221,草加市,247034,247119,243644,237817,231292,225036,219300,96.3,88.8
11222,越谷市,337498,344720,347549,347039,344284,340557,336241,102.8,99.6
11223,蕨市,72260,72680,72845,72780,72441,71854,71047,100.7,98.3
11224,戸田市,136150,143687,149177,153176,155865,157324,157599,112.5,115.8
11225,入間市,148390,145460,140961,135136,128386,121086,113627,91.1,76.6
11227,朝霞市,136299,140353,142732,143979,144427,144172,143157,105.6,105.0
11228,志木市,72676,74512,75568,75997,75928,75565,75116,104.6,103.4
11229,和光市,80826,81076,80960,80477,79723,78707,77451,99.6,95.8
11230,新座市,162122,164229,164641,163772,162219,160533,158710,101.0,97.9
11231,桶川市,73936,72560,70464,67918,65173,62455,59892,91.9,81.0
11232,久喜市,152311,148961,144335,138536,131741,124452,117316,91.0,77.0
11233,北本市,67409,65228,62368,58941,55142,51243,47518,87.4,70.5
11234,八潮市,86717,89342,88745,87516,85933,84291,82576,100.9,95.2
11235,富士見市,108102,108436,107444,105780,103862,102005,100231,97.9,92.7
11237,三郷市,136521,139346,140568,140545,139628,138236,136835,102.9,100.2
11238,蓮田市,62380,61063,59190,56902,54428,52033,49926,91.2,80.0
11239,坂戸市,101679,100456,97928,94281,90134,86097,82316,92.7,81.0
11240,幸手市,52524,50451,47881,44860,41524,38140,34987,85.4,66.6
11241,鶴ヶ島市,70255,69747,68308,66065,63360,60541,57806,94.0,82.3
11242,日高市,56520,55170,53263,50718,47864,44981,42217,89.7,74.7
11243,吉川市,69738,73302,75806,77454,78424,78947,79227,111.1,113.6
11245,ふじみ野市,110970,114247,115868,116516,116592,116325,115708,105.0,104.3
11246,白岡市,51535,52251,52469,52308,51817,51064,50139,101.5,97.3
11301,伊奈町,44442,45757,46301,46230,45886,45536,45179,104.0,101.7
11324,三芳町,38456,37947,37373,36399,35298,34359,33467,94.7,87.0
11326,毛呂山町,37275,35249,32915,30265,27483,24831,22276,81.2,59.8
11327,越生町,11716,10854,9955,9032,8091,7161,6269,77.1,53.5
11341,滑川町,18212,18929,19414,19637,19689,19616,19476,107.8,106.9
11342,嵐山町,18341,17585,16687,15658,14521,13349,12237,85.4,66.7
11343,小川町,31178,29166,27113,24996,22712,20263,17864,80.2,57.3
11346,川島町,20788,19428,18031,16561,15045,13503,11996,79.7,57.7
11347,吉見町,19631,18117,16606,15101,13557,11961,10404,76.9,53.0
11348,鳩山町,14338,13376,12313,11132,9886,8638,7461,77.6,52.0
11349,ときがわ町,11492,10525,9582,8658,7715,6746,5798,75.3,50.5
11361,横瀬町,8519,7905,7275,6677,6096,5523,4957,78.4,58.2
11362,皆野町,10133,9275,8431,7610,6816,6048,5324,75.1,52.5
11363,長瀞町,7324,6751,6165,5588,5023,4481,3953,76.3,54.0
11365,小鹿野町,12117,10848,9636,8502,7461,6458,5488,70.2,45.3
11369,東秩父村,2915,2602,2311,2035,1776,1524,1279,69.8,43.9
11381,美里町,11207,10678,10142,9591,9014,8403,7766,85.6,69.3
11383,神川町,13730,12755,11781,10800,9808,8784,7779,78.7,56.7
11385,上里町,30565,29865,28909,27794,26527,25107,23610,90.9,77.2
11408,寄居町,34081,32205,30176,28036,25848,23580,21313,82.3,62.5
11442,宮代町,33705,33334,32060,30595,28953,27287,25684,90.8,76.2
11464,杉戸町,45495,43897,41806,39298,36524,33736,31097,86.4,68.4
11465,松伏町,30061,28870,27398,25803,24147,22481,20832,85.8,69.3
12000,千葉県,6222666,6204651,6118170,5985915,5822882,5645611,5463363,96.2,87.8
12100,千葉市,971882,982165,978782,965799,947559,927177,905240,99.4,93.1
12101,中央区,205070,209366,211844,212805,212374,210473,206967,103.8,100.9
12102,花見川区,179200,179112,176710,172673,168018,163530,159378,96.4,88.9
12103,稲毛区,160968,164105,164897,163703,161235,158069,154575,101.7,96.0
12104,若葉区,151078,150932,148530,144673,140257,135862,131780,95.8,87.2
12105,緑区,126848,132066,135429,137350,138000,137443,135819,108.3,107.1
12106,美浜区,148718,146584,141372,134595,127675,121800,116721,90.5,78.5
12202,銚子市,64415,57911,51555,45547,39921,34611,29749,70.7,46.2
12203,市川市,481732,485852,486429,484486,479925,473746,466339,100.6,96.8
12204,船橋市,622890,631585,633657,629725,622176,613193,603287,101.1,96.9
12205,館山市,47464,45332,43005,40624,38209,35732,33318,85.6,70.2
12206,木更津市,134141,137247,138755,139056,138386,136991,135220,103.7,100.8
12207,松戸市,483480,482556,476845,467391,456193,444980,433700,96.7,89.7
12208,野田市,153583,150405,145635,139535,132678,125740,119137,90.9,77.6
12210,茂原市,89688,85876,81365,76356,70919,65173,59517,85.1,66.4
12211,成田市,131190,132899,133693,133338,131996,129690,126719,101.6,96.6
12212,佐倉市,172739,171594,168519,163686,157547,150976,144686,94.8,83.8
12213,東金市,60652,58932,56759,54356,51700,48779,45718,89.6,75.4
12215,旭市,66586,63579,60333,56985,53521,49874,46228,85.6,69.4
12216,習志野市,167909,174291,173725,172346,170079,167296,164149,102.6,97.8
12217,柏市,413954,421623,425045,424357,420274,414042,406714,102.5,98.3
12218,勝浦市,19248,17373,15407,13675,11920,10354,8858,71.0,46.0
12219,市原市,274656,266371,255884,243817,230444,216554,202920,88.8,73.9
12220,流山市,174373,185801,191905,196252,198959,200057,200062,112.5,114.7
12221,八千代市,193152,194237,192666,189416,185540,181939,178417,98.1,92.4
12222,我孫子市,131606,130473,127616,123579,118881,114347,110132,93.9,83.7
12223,鴨川市,33932,32126,30270,28431,26618,24886,23257,83.8,68.5
12224,鎌ケ谷市,108917,109138,108258,106494,104276,102077,99942,97.8,91.8
12225,君津市,86033,82210,77888,73302,68479,63639,58796,85.2,68.3
12226,富津市,45601,42764,39782,36719,33609,30524,27600,80.5,60.5
12227,浦安市,164024,167146,168450,168218,167472,166314,164488,102.6,100.3
12228,四街道市,89245,90249,89973,88702,86840,84960,83335,99.4,93.4
12229,袖ケ浦市,60952,61081,60638,59738,58384,56702,54875,98.0,90.0
12230,八街市,70734,67318,63464,59226,54697,49970,45262,83.7,64.0
12231,印西市,92670,95578,97555,98600,98781,98118,96761,106.4,104.4
12232,白井市,61674,62287,62006,60986,59524,57978,56544,98.9,91.7
12233,富里市,49636,47813,45617,43092,40263,37293,34392,86.8,69.3
12234,南房総市,39033,35937,32764,29571,26383,23301,20406,75.8,52.3
12235,匝瑳市,37261,34614,31942,29310,26734,24114,21581,78.7,57.9
12236,香取市,77499,71793,65992,60252,54596,48873,43345,77.7,55.9
12237,山武市,52222,48174,44104,40041,35995,31954,28068,76.7,53.7
12238,いすみ市,38594,36118,33553,30949,28308,25677,23151,80.2,60.0
12239,大網白里市,49184,47729,45959,43853,41429,38749,36027,89.2,73.2
12322,酒々井町,20955,20500,19749,18741,17623,16654,15833,89.4,75.6
12329,栄町,21228,19808,18322,16734,15018,13214,11470,78.8,54.0
12342,神崎町,6133,5760,5383,5012,4633,4239,3838,81.7,62.6
12347,多古町,14724,13423,12162,10957,9780,8626,7519,74.4,51.1
12349,東庄町,14152,13039,11898,10763,9644,8516,7458,76.1,52.7
12403,九十九里町,16510,14918,13367,11863,10401,9011,7734,71.9,46.8
12409,芝山町,7431,6854,6273,5716,5177,4629,4093,76.9,55.1
12410,横芝光町,23762,22446,21060,19676,18236,16750,15302,82.8,64.4
12421,一宮町,11767,11692,11550,11375,11181,10966,10760,96.7,91.4
12422,睦沢町,7222,6860,6481,6077,5625,5152,4672,84.1,64.7
12423,長生村,14359,13949,13448,12884,12282,11616,10922,89.7,76.1
12424,白子町,11149,10147,9139,8137,7145,6174,5282,73.0,47.4
12426,長柄町,7337,6774,6211,5642,5095,4525,3946,76.9,53.8
12427,長南町,8206,7402,6635,5914,5211,4511,3809,72.1,46.4
12441,大多喜町,9843,8944,8082,7284,6521,5754,4993,74.0,50.7
12443,御宿町,7315,6828,6330,5831,5339,4839,4363,79.7,59.6
12463,鋸南町,8022,7130,6285,5499,4756,4055,3429,68.5,42.7
13000,東京都,13515271,13732951,13845936,13882538,13851782,13758624,13606683,102.7,100.7
13101,千代田区,58406,65030,70113,73680,75920,77135,77589,126.2,132.8
13102,中央区,141183,155853,167587,176749,183420,187864,190496,125.2,134.9
13103,港区,243283,269940,290563,306009,316730,323431,326876,125.8,134.4
13104,新宿区,333560,340154,343397,344507,344139,341934,337805,103.3,101.3
13105,文京区,219724,230850,238960,244655,248115,249401,248930,111.3,113.3
13106,台東区,198073,207122,215132,221716,226492,229332,230532,111.9,116.4
13107,墨田区,256274,261467,265666,268526,270151,270678,270049,104.8,105.4
13108,江東区,498109,525811,547075,562515,572698,578684,581259,112.9,116.7
13109,品川区,386855,404244,418580,429158,436294,440336,441669,110.9,114.2
13110,目黒区,277622,286092,292293,296850,299798,301037,300475,106.9,108.2
13111,大田区,717082,734641,746435,753088,755705,754569,749865,105.0,104.6
13112,世田谷区,903346,913954,920737,925611,926681,922740,914434,102.5,101.2
13113,渋谷区,224533,230370,235939,240219,242850,243770,243151,107.0,108.3
13114,中野区,328215,328881,328614,328688,328978,328065,325585,100.1,99.2
13115,杉並区,563997,573283,582753,590450,593666,593535,590071,104.7,104.6
13116,豊島区,291167,291637,292783,294221,295577,295542,293799,101.0,100.9
13117,北区,341076,343622,344551,344086,342553,339942,336281,100.9,98.6
13118,荒川区,212264,218307,222749,225996,228184,229232,229050,106.5,107.9
13119,板橋区,561916,582467,596384,605525,610865,612523,610486,107.8,108.6
13120,練馬区,721722,749183,768303,782599,792365,796211,794663,108.4,110.1
13121,足立区,670122,657810,643199,628028,613390,599673,586011,93.7,87.4
13122,葛飾区,442913,439030,433003,426059,418734,411045,402831,96.2,91.0
13123,江戸川区,681298,676941,667630,656024,644243,632622,620227,96.3,91.0
13201,八王子市,577513,571436,559097,543145,524333,504710,484514,94.0,83.9
13202,立川市,176295,177268,177368,176570,175028,172902,169948,100.2,96.4
13203,武蔵野市,144730,144440,144065,143445,142269,140432,138105,99.1,95.4
13204,三鷹市,186936,191106,193800,195364,195900,195381,193837,104.5,103.7
13205,青梅市,137381,134111,129870,124858,119345,113491,107329,90.9,78.1
13206,府中市,260274,263721,264627,264010,262230,259309,255272,101.4,98.1
13207,昭島市,111539,109961,107717,105017,101984,98747,95417,94.2,85.5
13208,調布市,229061,235760,237426,238261,237971,236466,233665,104.0,102.0
13209,町田市,432348,433168,428303,419741,409317,398447,387600,97.1,89.7
13210,小金井市,121396,123523,124621,125177,125042,124038,122267,103.1,100.7
13211,小平市,190005,191435,191148,190320,188727,186312,183145,100.2,96.4
13212,日野市,186283,190462,191858,191478,189777,187209,183903,102.8,98.7
13213,東村山市,149956,145765,145568,144929,144054,143054,141693,96.6,94.5
13214,国分寺市,122742,124292,124587,124315,123510,122063,119984,101.3,97.8
13215,国立市,73655,74259,74429,74513,74293,73641,72580,101.2,98.5
13218,福生市,58395,54729,50941,47052,43052,39088,35227,80.6,60.3
13219,狛江市,80249,81262,81605,81697,81509,80985,80267,101.8,100.0
13220,東大和市,85157,86187,86224,85656,84746,83602,82368,100.6,96.7
13221,清瀬市,74864,75064,74445,73436,72374,71322,70225,98.1,93.8
13222,東久留米市,116632,115764,113888,111662,109384,107159,104950,95.7,90.0
13223,武蔵村山市,71229,71079,70103,68535,66797,65175,63590,96.2,89.3
13224,多摩市,146631,144909,141746,137313,132191,127068,122287,93.6,83.4
13225,稲城市,87636,89628,90570,90682,90213,89375,88259,103.5,100.7
13227,羽村市,55833,53997,51699,49168,46484,43799,41111,88.1,73.6
13228,あきる野市,80954,79819,77916,75496,72884,70369,67970,93.3,84.0
13229,西東京市,200012,202279,202976,202853,201982,200191,197600,101.4,98.8
13303,瑞穂町,33445,32864,31949,30822,29555,28215,26822,92.2,80.2
13305,日の出町,17446,17028,16793,16459,16053,15667,15364,94.3,88.1
13307,檜原村,2209,1914,1654,1414,1199,1005,830,64.0,37.6
13308,奥多摩町,5234,4489,3798,3177,2630,2153,1739,60.7,33.2
13361,大島町,7884,7266,6725,6249,5795,5408,5090,79.3,64.6
13362,利島村,337,306,284,264,241,230,217,78.3,64.4
13363,新島村,2749,2560,2397,2274,2152,2029,1927,82.7,70.1
13364,神津島村,1891,1756,1637,1526,1419,1317,1219,80.7,64.5
13381,三宅村,2482,2257,2041,1868,1720,1602,1499,75.3,60.4
13382,御蔵島村,335,353,359,352,350,350,350,105.1,104.5
13401,八丈町,7613,6969,6292,5630,4982,4377,3844,74.0,50.5
13402,青ヶ島村,178,156,144,134,121,113,104,75.3,58.4
13421,小笠原村,3022,2920,2820,2717,2621,2522,2431,89.9,80.4
14000,神奈川県,9126214,9141394,9069562,8933474,8750958,8541016,8312524,97.9,91.1
14100,横浜市,3724844,3736583,3714957,3668329,3604600,3529740,3446124,98.5,92.5
14101,鶴見区,285356,295599,303262,308670,311696,312567,311744,108.2,109.2
14102,神奈川区,238966,244821,248402,249903,249491,247441,244138,104.6,102.2
14103,西区,98532,101132,103053,104186,104478,104046,103021,105.7,104.6
14104,中区,148312,150066,150736,150637,149550,147618,145259,101.6,97.9
14105,南区,194827,191583,187682,183395,178823,173858,168772,94.1,86.6
14106,保土ケ谷区,205493,203652,200014,195588,190900,186157,181224,95.2,88.2
14107,磯子区,166229,167348,167056,165660,163190,160030,156442,99.7,94.1
14108,金沢区,202229,195076,186140,176022,165123,154084,143195,87.0,70.8
14109,港北区,344172,357130,366769,373154,376381,376636,374423,108.4,108.8
14110,戸塚区,275283,274144,270098,264179,257390,250481,243595,96.0,88.5
14111,港南区,215736,208962,200131,190253,180153,170305,160894,88.2,74.6
14112,旭区,247144,242249,235155,226860,218236,209842,201677,91.8,81.6
14113,緑区,180366,183536,184540,184017,182467,180235,177179,102.0,98.2
14114,瀬谷区,124560,121929,117844,113042,108132,103478,99099,90.8,79.6
14115,栄区,122171,118717,113577,107503,101462,95960,90951,88.0,74.4
14116,泉区,154025,152058,148382,143566,138209,132896,127533,93.2,82.8
14117,青葉区,309692,312667,311976,309415,305685,300956,295257,99.9,95.3
14118,都筑区,211751,215914,220140,222279,223234,223150,221721,105.0,104.7
14130,川崎市,1475213,1518050,1545896,1561833,1566780,1562480,1549981,105.9,105.1
14131,川崎区,223378,229178,232981,235278,236097,235688,234319,105.3,104.9
14132,幸区,160890,165991,170238,173513,175519,176405,176405,107.8,109.6
14133,中原区,247529,258484,266900,272663,276042,277240,276415,110.2,111.7
14134,高津区,228141,238139,245177,249651,251877,252253,251051,109.4,110.0
14135,多摩区,214158,216213,216185,215118,213027,210102,206108,100.4,96.2
14136,宮前区,225594,229942,231875,232289,231492,229750,227152,103.0,100.7
14137,麻生区,175523,180103,182540,183321,182726,181042,178531,104.4,101.7
14150,相模原市,720780,719255,710539,696533,678479,658469,636888,96.6,88.4
14201,横須賀市,406586,391032,372273,351899,331056,310521,290983,86.5,71.6
14203,平塚市,258227,254083,247610,239291,229642,219375,208823,92.7,80.9
14204,鎌倉市,173019,170568,166392,161356,156051,151239,147250,93.3,85.1
14205,藤沢市,423894,432423,436060,435829,432551,427048,419956,102.8,99.1
14206,小田原市,194086,188059,180789,172785,164233,155368,146484,89.0,75.5
14207,茅ヶ崎市,239348,241486,241060,238830,235437,231490,227190,99.8,94.9
14208,逗子市,57425,55734,53632,51349,49078,47009,45223,89.4,78.8
14210,三浦市,45289,41858,38227,34536,30851,27245,23827,76.3,52.6
14211,秦野市,167378,163519,157909,150966,142748,133999,125209,90.2,74.8
14212,厚木市,225714,224946,221546,216050,209096,201484,193759,95.7,85.8
14213,大和市,232922,235134,234831,232707,229225,224923,219973,99.9,94.4
14214,伊勢原市,101514,101339,100091,97901,95074,91914,88604,96.4,87.3
14215,海老名市,130190,131431,131091,129339,126673,123685,120575,99.3,92.6
14216,座間市,128737,126778,123622,119763,115438,110923,106340,93.0,82.6
14217,南足柄市,43306,42010,40263,38248,36041,33812,31640,88.3,73.1
14218,綾瀬市,84460,84538,83433,81473,79124,76910,74898,96.5,88.7
14301,葉山町,32096,31672,30786,29681,28559,27576,26756,92.5,83.4
14321,寒川町,47936,47542,46648,45409,43958,42467,40986,94.7,85.5
14341,大磯町,31550,30609,29373,27938,26421,24914,23467,88.6,74.4
14342,二宮町,28378,26895,25222,23434,21633,19875,18223,82.6,64.2
14361,中井町,9679,9234,8689,8065,7413,6752,6104,83.3,63.1
14362,大井町,17033,16803,16350,15759,15107,14469,13845,92.5,81.3
14363,松田町,11171,10469,9711,8932,8147,7364,6622,80.0,59.3
14364,山北町,10724,9683,8636,7626,6643,5686,4813,71.1,44.9
14366,開成町,17013,17445,17601,17567,17398,17149,16796,103.3,98.7
14382,箱根町,11786,11072,10394,9659,8880,8209,7679,82.0,65.2
14383,真鶴町,7333,6721,6096,5489,4890,4320,3790,74.9,51.7
14384,湯河原町,25026,23160,21200,19212,17239,15341,13510,76.8,54.0
14401,愛川町,40343,38240,35780,33002,30015,27000,24144,81.8,59.8
14402,清川村,3214,3023,2855,2684,2478,2260,2062,83.5,64.2
15000,新潟県,2304264,2223647,2131156,2031445,1926432,1814665,1698989,88.2,73.7
15100,新潟市,810157,803157,788987,769821,746719,719441,688878,95.0,85.0
15202,長岡市,275133,266677,256721,245840,234213,221647,208572,89.4,75.8
15204,三条市,99192,95451,91155,86511,81583,76413,71159,87.2,71.7
15205,柏崎市,86833,81913,76623,71163,65568,59794,54018,82.0,62.2
15206,新発田市,98611,95143,91329,87309,83035,78429,73671,88.5,74.7
15208,小千谷市,36498,34334,32106,29778,27445,25015,22635,81.6,62.0
15209,加茂市,27852,25804,23747,21696,19662,17644,15703,77.9,56.4
15210,十日町市,54917,51139,47330,43571,39908,36264,32674,79.3,59.5
15211,見附市,40608,39031,37212,35241,33126,30909,28652,86.8,70.6
15212,村上市,62442,58123,53705,49350,45040,40758,36568,79.0,58.6
15213,燕市,79784,77176,74042,70567,66932,63115,59191,88.4,74.2
15216,糸魚川市,44162,40696,37151,33704,30402,27211,24201,76.3,54.8
15217,妙高市,33199,30869,28524,26231,23988,21738,19525,79.0,58.8
15218,五泉市,51404,48173,44819,41397,37959,34469,31057,80.5,60.4
