pref_num,name,2015年,2020年,2025年,2030年,2035年,2040年,2045年,rate,rate2
15222,上越市,196987,189393,180961,172017,162726,153020,143032,87.3,72.6
15223,阿賀野市,43415,41030,38536,36034,33490,30772,27947,83.0,64.4
15224,佐渡市,57255,51970,46871,42058,37629,33414,29470,73.5,51.5
15225,魚沼市,37352,34485,31668,28944,26262,23563,20868,77.5,55.9
15226,南魚沼市,58568,55596,52510,49360,46179,42850,39348,84.3,67.2
15227,胎内市,30198,28708,27173,25561,23839,22064,20302,84.6,67.2
15307,聖籠町,14040,14044,13968,13848,13668,13385,13023,98.6,92.8
15342,弥彦村,8209,7801,7503,7162,6802,6410,6004,87.2,73.1
15361,田上町,12188,11475,10703,9904,9082,8242,7390,81.3,60.6
15385,阿賀町,11680,10210,8831,7584,6491,5495,4593,64.9,39.3
15405,出雲崎町,4528,4129,3755,3399,3076,2761,2467,75.1,54.5
15461,湯沢町,8046,7642,7240,6804,6355,5877,5375,84.6,66.8
15482,津南町,10029,9226,8470,7772,7111,6485,5827,77.5,58.1
15504,刈羽村,4775,4673,4541,4393,4225,4036,3843,92.0,80.5
15581,関川村,5832,5232,4656,4131,3647,3196,2761,70.8,47.3
15586,粟島浦村,370,347,319,295,270,248,235,79.7,63.5
16000,富山県,1066328,1034691,996442,954745,910161,863342,817398,89.5,76.7
16201,富山市,418686,413434,404948,394657,382891,370039,356918,94.3,85.2
16202,高岡市,172125,167278,161299,154537,147079,139184,131477,89.8,76.4
16204,魚津市,42935,40829,38502,36116,33655,31139,28759,84.1,67.0
16205,氷見市,47992,44230,40444,36746,33078,29471,26111,76.6,54.4
16206,滑川市,32755,31531,30153,28681,27162,25565,23968,87.6,73.2
16207,黒部市,40991,40001,38761,37348,35797,34175,32585,91.1,79.5
16208,砺波市,49000,48369,47359,46175,44811,43262,41578,94.2,84.9
16209,小矢部市,30399,28791,27077,25350,23574,21706,19891,83.4,65.4
16210,南砺市,51327,48025,44626,41221,37832,34341,31017,80.3,60.4
16211,射水市,92308,90194,87287,83938,80332,76544,72885,90.9,79.0
16321,舟橋村,2982,2962,2906,2832,2774,2704,2617,95.0,87.8
16322,上市町,20930,19728,18438,17119,15728,14338,13047,81.8,62.3
16323,立山町,26317,24955,23495,21996,20457,18879,17342,83.6,65.9
16342,入善町,25335,23480,21579,19698,17827,15919,14098,77.8,55.6
16343,朝日町,12246,10884,9568,8331,7164,6076,5105,68.0,41.7
17000,石川県,1154008,1133021,1104368,1070727,1032500,990439,947918,92.8,82.1
17201,金沢市,465699,467547,465330,460264,452270,441714,429826,98.8,92.3
17202,七尾市,55325,52376,49278,46123,42970,39713,36580,83.4,66.1
17203,小松市,106919,104751,102005,98779,95185,91386,87757,92.4,82.1
17204,輪島市,27216,24125,21331,18788,16454,14245,12241,69.0,45.0
17205,珠洲市,14625,12903,11329,9866,8474,7215,6112,67.5,41.8
17206,加賀市,67186,62425,57465,52479,47503,42679,38195,78.1,56.8
17207,羽咋市,21729,20353,18900,17441,15937,14402,12962,80.3,59.7
17209,かほく市,34219,33588,32667,31601,30449,29272,28130,92.3,82.2
17210,白山市,109287,107461,104853,101662,97906,93738,89546,93.0,81.9
17211,能美市,48881,48806,48249,47369,46301,45103,43872,96.9,89.8
17212,野々市市,55099,58046,59978,61178,61675,61545,60880,111.0,110.5
17324,川北町,6347,6421,6490,6511,6503,6447,6376,102.6,100.5
17361,津幡町,36968,36645,36065,35331,34440,33320,32103,95.6,86.8
17365,内灘町,26987,26931,26610,26103,25504,24838,24110,96.7,89.3
17384,志賀町,20422,18713,17001,15312,13648,12017,10524,75.0,51.5
17386,宝達志水町,13174,12037,10888,9794,8727,7667,6696,74.3,50.8
17407,中能登町,17571,16544,15454,14328,13218,12108,11077,81.5,63.0
17461,穴水町,8786,7801,6848,5965,5153,4382,3672,67.9,41.8
17463,能登町,17568,15548,13627,11833,10183,8648,7259,67.4,41.3
18000,福井県,786740,764081,737898,709753,679595,647241,614144,90.2,78.1
18201,福井市,265904,264028,260283,255360,249301,242149,234380,96.0,88.1
18202,敦賀市,66165,64163,61879,59431,56816,53951,51000,89.8,77.1
18204,小浜市,29670,28009,26360,24757,23154,21546,19978,83.4,67.3
18205,大野市,33109,30829,28568,26323,24093,21893,19743,79.5,59.6
18206,勝山市,24125,22778,21368,19935,18498,17033,15578,82.6,64.6
18207,鯖江市,68284,68669,68475,67839,66836,65458,63912,99.3,93.6
18208,あわら市,28729,27284,25729,24159,22573,20939,19306,84.1,67.2
18209,越前市,81524,77667,73577,69359,65075,60663,56254,85.1,69.0
18210,坂井市,90280,88017,85336,82402,79138,75536,71802,91.3,79.5
18322,永平寺町,19883,19055,18116,17174,16185,15241,14308,86.4,72.0
18382,池田町,2638,2304,2003,1749,1530,1326,1137,66.3,43.1
18404,南越前町,10799,10000,9220,8475,7758,7028,6329,78.5,58.6
18423,越前町,21538,19892,18299,16727,15180,13624,12121,77.7,56.3
18442,美浜町,9914,9228,8551,7888,7220,6571,5942,79.6,59.9
18481,高浜町,10596,10047,9494,8923,8337,7733,7126,84.2,67.3
18483,おおい町,8325,7675,7053,6467,5906,5357,4827,77.7,58.0
18501,若狭町,15257,14436,13587,12785,11995,11193,10401,83.8,68.2
19000,山梨県,834930,800729,763274,724352,683945,641932,598935,86.8,71.7
19201,甲府市,193125,186603,179090,171248,163172,154956,146591,88.7,75.9
19202,富士吉田市,49003,46873,44596,42216,39779,37310,34768,86.1,71.0
19204,都留市,32002,30194,28053,25960,23956,21979,19971,81.1,62.4
19205,山梨市,35141,33207,31235,29275,27295,25279,23253,83.3,66.2
19206,大月市,25419,22682,20099,17684,15384,13193,11125,69.6,43.8
19207,韮崎市,30680,28917,27085,25173,23213,21200,19187,82.1,62.5
19208,南アルプス市,70828,68778,66334,63640,60684,57360,53844,89.9,76.0
19209,北杜市,45111,43103,40951,38706,36291,33696,31043,85.8,68.8
19210,甲斐市,74386,74175,73320,71927,70081,67846,65407,96.7,87.9
19211,笛吹市,69559,67893,65794,63402,60766,57814,54661,91.1,78.6
19212,上野原市,24805,22474,20199,18032,15946,13933,11977,72.7,48.3
19213,甲州市,31671,29431,27110,24840,22595,20399,18218,78.4,57.5
19214,中央市,31124,30658,29921,28943,27722,26275,24660,93.0,79.2
19346,市川三郷町,15673,14304,12966,11672,10439,9257,8121,74.5,51.8
19364,早川町,1068,869,721,608,520,446,383,56.9,35.9
19365,身延町,12669,11008,9580,8299,7140,6065,5065,65.5,40.0
19366,南部町,8067,7141,6269,5477,4730,4019,3344,67.9,41.5
19368,富士川町,15294,14219,13163,12107,11096,10104,9116,79.2,59.6
19384,昭和町,19505,19595,19574,19376,19019,18545,17962,99.3,92.1
19422,道志村,1743,1622,1498,1378,1255,1128,999,79.1,57.3
19423,西桂町,4342,4116,3860,3596,3319,3040,2749,82.8,63.3
19424,忍野村,8968,8961,8926,8922,8843,8690,8520,99.5,95.0
19425,山中湖村,5208,5042,4842,4619,4391,4128,3860,88.7,74.1
19429,鳴沢村,2921,2874,2821,2765,2693,2602,2501,94.7,85.6
19430,富士河口湖町,25329,24899,24338,23697,22944,22099,21132,93.6,83.4
19442,小菅村,726,630,547,472,408,351,300,65.0,41.3
19443,丹波山村,563,461,382,318,264,218,178,56.5,31.6
20000,長野県,2098804,2033235,1957953,1877667,1793174,1704857,1614511,89.5,76.9
20201,長野市,377598,371276,362556,352554,341305,328937,315629,93.4,83.6
20202,松本市,243293,241546,237955,233258,227864,221785,215113,95.9,88.4
20203,上田市,156827,153385,149126,144366,139144,133600,127840,92.1,81.5
20204,岡谷市,50128,47140,43959,40677,37486,34410,31525,81.1,62.9
20205,飯田市,101581,97696,93473,89133,84651,80056,75411,87.7,74.2
20206,諏訪市,50140,48469,46663,44708,42637,40559,38472,89.2,76.7
20207,須坂市,50725,48862,46784,44567,42292,39981,37722,87.9,74.4
20208,小諸市,42512,40850,38986,36987,34881,32624,30326,87.0,71.3
20209,伊那市,68271,65269,61976,58622,55141,51571,47972,85.9,70.3
20210,駒ヶ根市,32759,31652,30426,29144,27850,26548,25202,89.0,76.9
20211,中野市,43909,41930,39814,37637,35395,33022,30608,85.7,69.7
20212,大町市,28041,26042,24055,22131,20215,18299,16466,78.9,58.7
20213,飯山市,21438,19341,17391,15597,13870,12198,10617,72.8,49.5
20214,茅野市,55912,54903,53457,51761,49870,47822,45751,92.6,81.8
20215,塩尻市,67135,66297,65095,63570,61748,59742,57549,94.7,85.7
20217,佐久市,99368,97632,95542,93173,90540,87538,84090,93.8,84.6
20218,千曲市,60298,58174,55641,52976,50121,47183,44195,87.9,73.3
20219,東御市,30107,29320,28389,27406,26309,25084,23781,91.0,79.0
20220,安曇野市,95282,93144,90404,87328,83967,80303,76479,91.7,80.3
20303,小海町,4713,4254,3820,3422,3051,2703,2366,72.6,50.2
20304,川上村,4607,4625,4545,4316,4029,3812,3581,93.7,77.7
20305,南牧村,3408,3184,2945,2724,2529,2328,2122,79.9,62.3
20306,南相木村,1005,890,788,704,631,570,509,70.0,50.6
20307,北相木村,774,662,570,502,445,392,345,64.9,44.6
20309,佐久穂町,11186,10281,9431,8606,7792,6993,6199,76.9,55.4
20321,軽井沢町,18994,18750,18403,17975,17484,16903,16286,94.6,85.7
20323,御代田町,15184,15421,15567,15606,15563,15381,15094,102.8,99.4
20324,立科町,7265,6803,6353,5938,5521,5080,4647,81.7,64.0
20349,青木村,4343,4054,3760,3482,3196,2919,2640,80.2,60.8
20350,長和町,6166,5566,5009,4487,3987,3478,2989,72.8,48.5
20361,下諏訪町,20236,18772,17249,15736,14265,12883,11631,77.8,57.5
20362,富士見町,14493,13708,12899,12072,11232,10364,9489,83.3,65.5
20363,原村,7566,7415,7232,7006,6757,6486,6177,92.6,81.6
20382,辰野町,19770,18471,17094,15674,14280,12913,11629,79.3,58.8
20383,箕輪町,25241,24216,23008,21694,20308,18810,17330,85.9,68.7
20384,飯島町,9530,8971,8405,7833,7249,6643,6040,82.2,63.4
20385,南箕輪村,15063,15401,15567,15577,15428,15153,14790,103.4,98.2
20386,中川村,4850,4618,4372,4106,3842,3566,3288,84.7,67.8
20388,宮田村,8821,8700,8389,8056,7708,7333,6970,91.3,79.0
20402,松川町,13167,12603,12004,11377,10709,10028,9320,86.4,70.8
20403,高森町,13080,12868,12539,12131,11685,11217,10721,92.7,82.0
20404,阿南町,4962,4437,3953,3517,3132,2780,2439,70.9,49.2
20407,阿智村,6538,6052,5590,5137,4690,4245,3802,78.6,58.2
20409,平谷村,484,436,392,354,329,307,286,73.1,59.1
20410,根羽村,970,831,716,619,525,441,362,63.8,37.3
20411,下條村,3851,3625,3404,3202,3008,2826,2626,83.1,68.2
20412,売木村,575,520,473,423,386,355,327,73.6,56.9
20413,天龍村,1365,1127,920,742,598,480,380,54.4,27.8
20414,泰阜村,1702,1530,1384,1250,1139,1039,949,73.4,55.8
20415,喬木村,6310,5904,5509,5129,4754,4387,4040,81.3,64.0
20416,豊丘村,6592,6299,6019,5742,5457,5174,4881,87.1,74.0
20417,大鹿村,1023,885,762,648,560,488,428,63.3,41.8
20422,上松町,4670,4165,3697,3255,2848,2472,2118,69.7,45.4
20423,南木曽町,4313,3871,3445,3054,2705,2368,2056,70.8,47.7
20425,木祖村,2926,2701,2471,2238,2021,1807,1602,76.5,54.8
20429,王滝村,839,746,650,564,492,427,375,67.2,44.7
20430,大桑村,3825,3479,3144,2853,2576,2316,2080,74.6,54.4
20432,木曽町,11826,10823,9842,8938,8074,7260,6500,75.6,55.0
20446,麻績村,2788,2547,2321,2115,1920,1740,1561,75.9,56.0
20448,生坂村,1843,1665,1503,1362,1235,1115,1007,73.9,54.6
20450,山形村,8395,8327,8209,8068,7889,7677,7439,96.1,88.6
20451,朝日村,4462,4173,3903,3630,3353,3069,2775,81.4,62.2
20452,筑北村,4730,4279,3832,3393,2974,2585,2219,71.7,46.9
20481,池田町,9926,9417,8848,8269,7675,7074,6480,83.3,65.3
20482,松川村,9948,9720,9416,9104,8773,8401,8006,91.5,80.5
20485,白馬村,8929,8492,8056,7638,7227,6775,6315,85.5,70.7
20486,小谷村,2904,2556,2245,1965,1721,1504,1302,67.7,44.8
20521,坂城町,14871,13950,12953,11956,10942,9958,9023,80.4,60.7
20541,小布施町,10702,10231,9682,9065,8408,7743,7119,84.7,66.5
20543,高山村,7033,6736,6407,6056,5691,5291,4895,86.1,69.6
20561,山ノ内町,12429,11226,10068,8981,7951,6972,6064,72.3,48.8
20562,木島平村,4658,4321,3995,3678,3354,3024,2703,79.0,58.0
20563,野沢温泉村,3479,3108,2778,2476,2199,1923,1665,71.2,47.9
20583,信濃町,8469,7645,6837,6049,5288,4558,3877,71.4,45.8
20588,小川村,2665,2364,2096,1857,1637,1437,1266,69.7,47.5
20590,飯綱町,11063,10186,9307,8418,7534,6645,5800,76.1,52.4
20602,栄村,1953,1700,1485,1303,1132,977,833,66.7,42.7
21000,岐阜県,2031903,1972964,1901131,1820918,1735195,1645898,1556529,89.6,76.6
21201,岐阜市,406735,396938,384000,369486,354342,339077,323816,90.8,79.6
21202,大垣市,159879,157627,154316,150352,145943,141224,136287,94.0,85.2
21203,高山市,89182,85332,81090,76672,72107,67419,62866,86.0,70.5
21204,多治見市,110441,107399,103542,99007,93916,88448,82884,89.6,75.0
21205,関市,89153,86263,82872,79042,74831,70145,65378,88.7,73.3
21206,中津川市,78883,76660,74046,71269,68318,65192,61946,90.3,78.5
21207,美濃市,20760,18993,17719,16436,15099,13694,12322,79.2,59.4
21208,瑞浪市,38730,36860,34865,32856,30831,28780,26692,84.8,68.9
21209,羽島市,67337,66621,65245,63422,61335,59113,56846,94.2,84.4
21210,恵那市,51073,48441,45690,42898,40072,37190,34315,84.0,67.2
21211,美濃加茂市,55384,55930,56027,55791,55167,54106,52813,100.7,95.4
21212,土岐市,57827,54943,51828,48584,45363,42143,39037,84.0,67.5
21213,各務原市,144690,142580,139141,134718,129750,124646,119720,93.1,82.7
21214,可児市,98695,99236,98639,97038,94572,91581,88510,98.3,89.7
21215,山県市,27114,25261,23281,21224,19167,17122,15139,78.3,55.8
21216,瑞穂市,54354,56091,57083,57448,57241,56577,55602,105.7,102.3
21217,飛騨市,24696,22739,20754,18857,16996,15225,13585,76.4,55.0
21218,本巣市,33995,32688,31108,29330,27479,25559,23699,86.3,69.7
21219,郡上市,42090,39910,37691,35514,33300,31003,28618,84.4,68.0
21220,下呂市,33585,31050,28440,25828,23303,20834,18460,76.9,55.0
21221,海津市,35206,32402,29540,26667,23815,21010,18339,75.7,52.1
21302,岐南町,24622,24965,25004,24835,24484,23996,23424,100.9,95.1
21303,笠松町,22750,22420,21832,21117,20355,19618,18885,92.8,83.0
21341,養老町,29029,26765,24496,22188,19846,17572,15445,76.4,53.2
21361,垂井町,27556,26468,25205,23834,22404,20915,19432,86.5,70.5
21362,関ケ原町,7419,6778,6129,5495,4875,4283,3737,74.1,50.4
21381,神戸町,19282,18326,17218,15997,14746,13525,12376,83.0,64.2
21382,輪之内町,9973,9855,9678,9476,9235,8964,8641,95.0,86.6
21383,安八町,14752,14201,13523,12759,11965,11189,10467,86.5,71.0
21401,揖斐川町,21503,19407,17383,15436,13565,11779,10122,71.8,47.1
21403,大野町,23453,22792,21955,21021,20030,18974,17880,89.6,76.2
21404,池田町,24347,23744,22937,22025,21062,20044,19016,90.5,78.1
21421,北方町,18169,18100,17872,17495,17028,16509,15923,96.3,87.6
21501,坂祝町,8202,7935,7638,7313,6947,6540,6126,89.2,74.7
21502,富加町,5564,5555,5395,5221,5025,4807,4578,93.8,82.3
21503,川辺町,10197,9804,9392,8948,8510,8042,7567,87.8,74.2
21504,七宗町,3876,3437,3028,2657,2298,1955,1637,68.6,42.2
21505,八百津町,11027,10059,9104,8188,7304,6432,5605,74.3,50.8
21506,白川町,8392,7385,6454,5606,4853,4132,3441,66.8,41.0
21507,東白川村,2261,2033,1819,1614,1425,1254,1089,71.4,48.2
21521,御嵩町,18111,17449,16697,15880,14988,14039,13079,87.7,72.2
21604,白川村,1609,1522,1455,1374,1303,1241,1185,85.4,73.6
22000,静岡県,3700305,3615586,3506064,3380104,3241803,3094264,2942865,91.3,79.5
22100,静岡市,704989,689756,669536,646098,620609,594305,567831,91.6,80.5
22130,浜松市,797980,793479,782990,768177,749726,728238,704349,96.3,88.3
22203,沼津市,195633,187027,177377,166985,156164,145086,134052,85.4,68.5
22205,熱海市,37544,34780,31948,29125,26316,23666,21267,77.6,56.6
22206,三島市,110046,107195,103503,99244,94619,89808,84984,90.2,77.2
22207,富士宮市,130770,128008,124174,119634,114537,108941,103083,91.5,78.8
22208,伊東市,68345,64204,59610,54917,50269,45745,41461,80.4,60.7
22209,島田市,98112,95376,92017,88294,84297,80013,75586,90.0,77.0
22210,富士市,248399,240554,230815,219908,208212,195950,183328,88.5,73.8
22211,磐田市,167210,165274,162206,158274,153657,148458,143073,94.7,85.6
22212,焼津市,139462,134977,129519,123351,116653,109643,102723,88.4,73.7
22213,掛川市,114602,112434,109534,106208,102527,98373,93992,92.7,82.0
22214,藤枝市,143605,143993,142983,140874,137792,133925,129735,98.1,90.3
22215,御殿場市,88078,86673,84543,81996,79202,76191,72942,93.1,82.8
22216,袋井市,85789,86218,86010,85401,84361,82667,80552,99.5,93.9
22219,下田市,22916,20731,18554,16445,14401,12495,10767,71.8,47.0
22220,裾野市,52737,51162,49321,47304,45103,42739,40363,89.7,76.5
22221,湖西市,59789,59190,58207,56912,55303,53497,51585,95.2,86.3
22222,伊豆市,31317,28494,25685,22915,20225,17627,15149,73.2,48.4
22223,御前崎市,32578,30468,28271,26088,23846,21517,19214,80.1,59.0
22224,菊川市,46763,46302,45613,44767,43692,42368,40935,95.7,87.5
22225,伊豆の国市,48152,46516,44536,42374,40096,37737,35375,88.0,73.5
22226,牧之原市,45547,42279,39036,35817,32616,29356,26154,78.6,57.4
22301,東伊豆町,12624,11261,9930,8648,7429,6288,5255,68.5,41.6
22302,河津町,7303,6575,5969,5392,4839,4305,3828,73.8,52.4
22304,南伊豆町,8524,7878,7262,6668,6077,5503,4959,78.2,58.2
22305,松崎町,6837,6250,5721,5218,4720,4249,3820,76.3,55.9
22306,西伊豆町,8234,7084,6031,5092,4255,3499,2852,61.8,34.6
22325,函南町,37661,36296,34610,32693,30617,28514,26455,86.8,70.2
22341,清水町,32118,31410,30337,29091,27802,26480,25149,90.6,78.3
22342,長泉町,42331,43067,43333,43163,42680,41954,41040,102.0,97.0
22344,小山町,19497,18275,17041,15785,14511,13217,11923,81.0,61.2
22424,吉田町,29093,28468,27679,26756,25764,24609,23379,92.0,80.4
22429,川根本町,7192,6350,5567,4850,4206,3617,3069,67.4,42.7
22461,森町,18528,17582,16596,15640,14680,13684,12636,84.4,68.2
23000,愛知県,7483128,7505224,7455615,7359302,7227958,7070766,6899465,98.3,92.2
23100,名古屋市,2295638,2312844,2306835,2288779,2260016,2220432,2173770,99.7,94.7
23101,千種区,164696,168489,170537,171054,170244,168290,165668,103.9,100.6
23102,東区,78043,81437,83902,85625,86602,86613,85970,109.7,110.2
23103,北区,163579,160232,156194,151886,147449,143061,138800,92.9,84.9
23104,西区,149098,151691,152774,152787,152092,150705,148798,102.5,99.8
23105,中村区,133206,130078,126616,123210,120102,117094,113863,92.5,85.5
23106,中区,83203,87612,90667,92691,93865,93788,92913,111.4,111.7
23107,昭和区,107170,109066,107363,107158,106526,104853,102599,100.0,95.7
23108,瑞穂区,105357,105406,104932,103984,102609,100775,98736,98.7,93.7
23109,熱田区,65895,66668,66917,66789,66333,65371,64063,101.4,97.2
23110,中川区,220281,218611,215150,210617,205420,199878,194344,95.6,88.2
23111,港区,146745,143123,138371,132782,126657,120207,113745,90.5,77.5
23112,南区,136935,132422,127351,122092,116790,111531,106557,89.2,77.8
23113,守山区,172845,175730,176659,176082,174460,172065,169133,101.9,97.9
23114,緑区,241822,251230,257406,261119,262720,262553,260986,108.0,107.9
23115,名東区,164080,166127,166526,165855,164304,161867,158712,101.1,96.7
23116,天白区,162683,164922,165470,165048,163843,161781,158883,101.5,97.7
23201,豊橋市,374765,371497,365237,356965,347045,335897,324226,95.3,86.5
23202,岡崎市,381051,387405,390594,391187,389094,384525,378254,102.7,99.3
23203,一宮市,380868,379347,373817,365725,356409,346776,337017,96.0,88.5
23204,瀬戸市,129046,124863,119610,113677,107415,101282,95490,88.1,74.0
23205,半田市,116908,114366,111072,107307,103266,99079,94852,91.8,81.1
23206,春日井市,306508,304899,299843,292452,284051,275653,267694,95.4,87.3
23207,豊川市,182436,181920,179923,176748,172654,167953,163019,96.9,89.4
23208,津島市,63431,61020,58043,54735,51392,48158,44944,86.3,70.9
23209,碧南市,71346,70457,69130,67557,65747,63800,61718,94.7,86.5
23210,刈谷市,149765,152816,154624,155281,154865,153533,151521,103.7,101.2
23211,豊田市,422542,425784,425768,422627,416872,408866,399672,100.0,94.6
23212,安城市,184140,188259,190491,191227,190757,189242,187017,103.8,101.6
23213,西尾市,167990,169878,170550,170351,169369,167605,165308,101.4,98.4
23214,蒲郡市,81100,79343,77048,74463,71701,68891,66179,91.8,81.6
23215,犬山市,74308,72981,70851,68104,65212,62451,59945,91.7,80.7
23216,常滑市,56547,57788,58733,59404,59792,59904,59790,105.1,105.7
23217,江南市,98359,96103,92961,89244,85274,81384,77705,90.7,79.0
23219,小牧市,149462,149950,148807,146330,143026,139227,135277,97.9,90.5
23220,稲沢市,136867,136125,134253,131615,128400,124856,121204,96.2,88.6
23221,新城市,47133,44434,41592,38771,35884,32875,29847,82.3,63.3
23222,東海市,111944,114940,116602,117248,117185,116597,115612,104.7,103.3
23223,大府市,89157,91900,93634,94520,94801,94653,94135,106.0,105.6
23224,知多市,84617,83861,82263,79967,77318,74604,72056,94.5,85.2
23225,知立市,70501,72002,72870,73246,73172,72706,71942,103.9,102.0
23226,尾張旭市,80787,79998,78348,76156,73631,71028,68573,94.3,84.9
23227,高浜市,46236,48052,49453,50516,51285,51754,51926,109.3,112.3
23228,岩倉市,47562,47383,46744,45782,44606,43422,42255,96.3,88.8
23229,豊明市,69127,68160,66619,64641,62529,60493,58513,93.5,84.6
23230,日進市,87977,90967,92933,94247,94783,94714,94113,107.1,107.0
23231,田原市,62364,60498,58385,56102,53576,50755,47799,90.0,76.6
23232,愛西市,63088,60358,57046,53465,49909,46481,43272,84.7,68.6
23233,清須市,67327,68227,68596,68454,67907,67077,66080,101.7,98.1
23234,北名古屋市,84133,85643,86000,85472,84458,83412,82403,101.6,97.9
23235,弥富市,43269,42943,42209,41202,40027,38810,37610,95.2,86.9
23236,みよし市,61810,62895,63100,62801,62238,61556,60737,101.6,98.3
23237,あま市,86898,85906,83846,81119,78276,75744,73587,93.3,84.7
23238,長久手市,57598,62214,65514,67950,69563,70432,70660,118.0,122.7
23302,東郷町,42858,43374,43320,42873,42245,41607,40997,100.0,95.7
23342,豊山町,15177,15704,16033,16153,16142,16074,15962,106.4,105.2
23361,大口町,23274,23832,24111,24183,24066,23862,23574,103.9,101.3
23362,扶桑町,33806,33709,33249,32525,31674,30838,30069,96.2,88.9
23424,大治町,30990,31502,31619,31437,31081,30650,30161,101.4,97.3
23425,蟹江町,37085,36838,36280,35506,34604,33599,32566,95.7,87.8
23427,飛島村,4397,4255,4099,3917,3710,3489,3278,89.1,74.6
23441,阿久比町,27747,28979,29189,29292,29081,28670,28233,105.6,101.8
23442,東浦町,49230,48667,47727,46558,45287,43916,42569,94.6,86.5
23445,南知多町,18707,16848,15054,13365,11752,10216,8790,71.4,47.0
23446,美浜町,23575,21899,20149,18399,16703,14992,13308,78.0,56.4
23447,武豊町,42473,42235,41537,40510,39309,38072,36881,95.4,86.8
23501,幸田町,39549,40867,41844,42573,43027,43115,43012,107.6,108.8
23561,設楽町,5074,4471,3941,3478,3059,2676,2309,68.5,45.5
23562,東栄町,3446,3045,2684,2364,2079,1818,1579,68.6,45.8
23563,豊根村,1135,973,835,732,634,545,455,64.5,40.1
24000,三重県,1815865,1768098,1709820,1645050,1575867,1503635,1430804,90.6,78.8
24201,津市,279886,273590,265561,256703,247259,237408,227357,91.7,81.2
24202,四日市市,311031,311114,308479,303910,297914,290933,283410,97.7,91.1
24203,伊勢市,127817,124307,120019,115438,110650,105649,100547,90.3,78.7
24204,松阪市,163863,159073,153412,147347,140955,134215,127382,89.9,77.7
24205,桑名市,140303,139565,137803,135318,132270,128826,125058,96.4,89.1
24207,鈴鹿市,196403,192456,186932,180224,172659,164586,156407,91.8,79.6
24208,名張市,78795,76584,73582,69929,65699,61166,56667,88.7,71.9
24209,尾鷲市,18009,15966,14011,12154,10420,8863,7496,67.5,41.6
24210,亀山市,50254,49784,48937,47807,46476,44919,43256,95.1,86.1
24211,鳥羽市,19448,17362,15364,13492,11763,10114,8572,69.4,44.1
24212,熊野市,17322,15508,13704,12029,10441,8968,7652,69.4,44.2
24214,いなべ市,45815,45383,44717,43855,42915,41832,40629,95.7,88.7
24215,志摩市,50341,45811,41277,36894,32674,28644,24848,73.3,49.4
24216,伊賀市,90581,84023,77416,70883,64504,58270,52258,78.3,57.7
24303,木曽岬町,6357,6001,5585,5139,4667,4203,3753,80.8,59.0
24324,東員町,25344,24727,23888,22829,21568,20209,18916,90.1,74.6
24341,菰野町,40210,40201,39879,39402,38810,38073,37208,98.0,92.5
24343,朝日町,10560,11269,11812,12167,12477,12783,13039,115.2,123.5
24344,川越町,14752,15504,16017,16354,16547,16624,16588,110.9,112.4
24441,多気町,14878,14297,13639,12923,12217,11474,10716,86.9,72.0
24442,明和町,22586,22006,21289,20519,19661,18708,17685,90.8,78.3
24443,大台町,9557,8730,7916,7125,6375,5642,4939,74.6,51.7
24461,玉城町,15431,15442,15338,15142,14887,14558,14148,98.1,91.7
24470,度会町,8309,7813,7313,6795,6285,5759,5236,81.8,63.0
24471,大紀町,8939,7972,7018,6124,5278,4501,3796,68.5,42.5
24472,南伊勢町,12788,10837,9060,7476,6087,4904,3892,58.5,30.4
24543,紀北町,16338,14251,12782,11398,10094,8884,7783,69.8,47.6
24561,御浜町,8741,8072,7393,6762,6165,5561,4964,77.4,56.8
24562,紀宝町,11207,10450,9677,8912,8150,7359,6602,79.5,58.9
25000,滋賀県,1412916,1409153,1394593,1371841,1341440,1304201,1262924,97.1,89.4
25201,大津市,340973,342254,340565,336649,330647,322675,313466,98.7,91.9
25202,彦根市,113679,114393,114206,113349,111867,109705,107057,99.7,94.2
25203,長浜市,118193,114382,110246,105864,101300,96642,91942,89.6,77.8
25204,近江八幡市,81312,80282,78718,76757,74498,72068,69632,94.4,85.6
25206,草津市,137247,142659,146054,147879,148267,147497,145814,107.7,106.2
25207,守山市,79859,82536,84274,85163,85345,84919,84160,106.6,105.4
25208,栗東市,66749,69059,70470,71179,71362,71100,70518,106.6,105.6
25209,甲賀市,90901,88505,85628,82526,79159,75423,71511,90.8,78.7
25210,野洲市,49889,49566,48890,47916,46721,45396,44068,96.0,88.3
25211,湖南市,54289,53643,52551,51111,49302,47190,45011,94.1,82.9
25212,高島市,50025,47410,44616,41720,38708,35646,32555,83.4,65.1
25213,東近江市,114180,112527,110303,107642,104529,100903,96987,94.3,84.9
25214,米原市,38719,37230,35658,34093,32476,30789,29050,88.1,75.0
25383,日野町,21873,20959,19989,19006,17973,16862,15735,86.9,71.9
25384,竜王町,12434,11834,11222,10612,9936,9220,8497,85.3,68.3
25425,愛荘町,20778,21069,21398,21632,21699,21633,21475,104.1,103.4
25441,豊郷町,7422,7432,7375,7279,7150,6982,6793,98.1,91.5
25442,甲良町,7039,6529,6006,5497,4990,4492,4028,78.1,57.2
25443,多賀町,7355,6884,6424,5967,5511,5059,4625,81.1,62.9
26000,京都府,2610353,2573772,2509875,2430849,2338843,2238226,2136807,93.1,81.9
